股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,涨跌幅,成交量（手）,成交额（千元）
000530.SZ,20221125,4.87,4.88,4.77,4.8,4.86,-0.06,-1.2346,103956.4,49986.378
000530.SZ,20221124,4.87,4.91,4.8,4.86,4.87,-0.01,-0.2053,121983.8,59305.641
000530.SZ,20221123,4.83,4.88,4.73,4.87,4.83,0.04,0.8282,168849.19,81034.638
000530.SZ,20221122,4.93,4.98,4.8,4.83,4.94,-0.11,-2.2267,177628.49,86624.737
000530.SZ,20221121,4.86,4.99,4.85,4.94,4.97,-0.03,-0.6036,196151.96,96427.689
000530.SZ,20221118,5.17,5.17,4.96,4.97,5.18,-0.21,-4.0541,326295.7,165543.407
000530.SZ,20221117,5.1,5.22,5.06,5.18,5.13,0.05,0.9747,275086.89,142203.011
000530.SZ,20221116,5.19,5.23,5.11,5.13,5.19,-0.06,-1.1561,219246.0,113259.892
000530.SZ,20221115,5.05,5.19,5.02,5.19,5.1,0.09,1.7647,282513.64,145268.379
000530.SZ,20221114,5.14,5.26,5.07,5.1,5.09,0.01,0.1965,274039.65,140985.105
000530.SZ,20221111,5.17,5.23,5.07,5.09,5.1,-0.01,-0.1961,293061.66,150310.043
000530.SZ,20221110,5.1,5.19,5.1,5.1,5.15,-0.05,-0.9709,191187.03,98193.186
000530.SZ,20221109,5.18,5.22,5.14,5.15,5.18,-0.03,-0.5792,210459.57,108956.139
000530.SZ,20221108,5.28,5.31,5.14,5.18,5.27,-0.09,-1.7078,256749.45,133408.649
000530.SZ,20221107,5.15,5.3,5.15,5.27,5.17,0.1,1.9342,401947.8,210258.446
000530.SZ,20221104,5.08,5.27,5.08,5.17,5.08,0.09,1.7717,399636.11,207096.726
000530.SZ,20221103,5.2,5.22,5.07,5.08,5.23,-0.15,-2.8681,313975.33,161154.04
000530.SZ,20221102,5.21,5.37,5.13,5.23,5.27,-0.04,-0.759,444389.99,231888.533
000530.SZ,20221101,5.11,5.47,5.02,5.27,5.19,0.08,1.5414,603447.66,314141.196
000530.SZ,20221031,5.0,5.28,5.0,5.19,5.2,-0.01,-0.1923,702820.91,361626.043
000530.SZ,20221028,4.95,5.2,4.83,5.2,4.73,0.47,9.9366,421511.74,215876.409
000530.SZ,20221027,4.79,4.89,4.71,4.73,4.81,-0.08,-1.6632,200155.96,96187.976
000530.SZ,20221026,4.73,4.84,4.7,4.81,4.74,0.07,1.4768,221950.97,105744.56
000530.SZ,20221025,4.65,4.75,4.53,4.74,4.68,0.06,1.2821,211173.86,98092.826
000530.SZ,20221024,4.72,4.86,4.65,4.68,4.72,-0.04,-0.8475,218674.97,104086.872
000530.SZ,20221021,4.84,4.9,4.69,4.72,4.85,-0.13,-2.6804,240255.6,114761.354
000530.SZ,20221020,4.91,4.98,4.81,4.85,4.96,-0.11,-2.2177,219304.67,107113.439
000530.SZ,20221019,5.12,5.12,4.94,4.96,5.16,-0.2,-3.876,308107.89,154397.754
000530.SZ,20221018,5.12,5.23,5.07,5.16,5.11,0.05,0.9785,337036.01,173659.134
000530.SZ,20221017,5.0,5.17,4.97,5.11,5.08,0.03,0.5906,334933.97,169931.388
000530.SZ,20221014,4.94,5.14,4.84,5.08,4.88,0.2,4.0984,454956.51,226674.631
000530.SZ,20221013,5.04,5.11,4.87,4.88,5.07,-0.19,-3.7475,360274.39,179392.051
000530.SZ,20221012,4.9,5.09,4.76,5.07,4.97,0.1,2.0121,348129.4,171124.755
000530.SZ,20221011,4.89,4.98,4.75,4.97,4.89,0.08,1.636,267211.66,130481.449
000530.SZ,20221010,5.01,5.15,4.81,4.89,5.14,-0.25,-4.8638,379939.79,189033.859
